編號,動詞變化,詞語,語源,義項,詞類,等級,標籤,翻譯,TL,POJ,分類,近義詞,反義詞,相關詞,附註,,
6846,,자주,,1701791,,B,,,,,,,,,,,
6846,,자주,,1701792,,B,,,,,,,,,,,
6851,,작년,,1701793,,B,,,,,,,,,,,
6851,,작년,,1701794,,B,,,,,,,,,,,
6856,규칙,작다,,1701795,,B,,,,,,,,,,,
6856,규칙,작다,,1701796,,B,,,,,,,,,,,
6861,,작은아버지,,1701797,,I,,,,,,,,,,,
6866,,작은어머니,,1701798,,I,,,,,,,,,,,
6871,,잔,,1701799,,B,,,,,,,,,,,
6871,,잔,,1701800,,B,,,,,,,,,,,
6871,,잔,,1701801,,B,,,,,,,,,,,
6876,,잔돈,,1701802,,B,,,,,,,,,,,
6881,,잔치,,1701803,,B,,,,,,,,,,,
6886,,잘,,1701804,,B,,,,,,,,,,,
6886,,잘,,1701805,,B,,,,,,,,,,,
6886,,잘,,1701806,,B,,,,,,,,,,,
6891,,잘못,,1701807,,B,,,,,,,,,,,
6891,,잘못,,1701808,,B,,,,,,,,,,,
6896,규칙,잘생기다,,1701809,,B,,,,,,,,,,,
6901,여불규칙,잘하다,8656,1701810,,B,,,,,,,,,,,
6906,,잠,,1701811,,B,,,,,,,,,,,
6911,,잠깐,,1701812,,B,,,,,,,,,,,
6911,,잠깐,,1701813,,B,,,,,,,,,,,
6916,,잠시,,1701814,,B,,,,,,,,,,,
6921,규칙,잠자다,,1701815,,B,,,,,,,,,,,
6926,ㅂ불규칙,잡다,,1701816,,B,,,,,,,,,,,
6931,규칙,잡수시다,,1701817,,B,,,,,,,,,,,
6931,규칙,잡수시다,,1701818,,B,,,,,,,,,,,
6936,,잡지,,1701819,,B,,,,,,,,,,,
6936,,잡지,,1701820,,B,,,,,,,,,,,
6941,,장,,1701821,,B,,,,,,,,,,,
6941,,장,,1701822,,B,,,,,,,,,,,
6946,,장갑,,1701823,,B,,,,,,,,,,,
6951,,장마,,1701824,,B,,,,,,,,,,,
6956,,장마철,,1701825,,I,,,,,,,,,,,
6961,,장미,,1701826,,B,,,,,,,,,,,
6961,,장미,,1701827,,B,,,,,,,,,,,
6966,,장소,,1701828,,B,,,,,,,,,,,
6971,,장점,,1701829,,I,,,,,,,,,,,
6976,,재료,,1701830,,B,,,,,,,,,,,
6981,,재미,,1701831,,B,,,,,,,,,,,
6986,규칙,재미없다,,1701832,,B,,,,,,,,,,,
6986,규칙,재미없다,,1701833,,B,,,,,,,,,,,
6991,규칙,재미있다,6761,1701834,,B,,,,,,,,,,,
6991,규칙,재미있다,6761,1701835,,B,,,,,,,,,,,
6996,,재킷,,1701836,,I,,,,,,,,,,,
7001,,저,,1701837,,B,,,,,,,,,,,
7006,,저거,,1701838,,B,,,,,,,,,,,
7006,,저거,,1701839,,B,,,,,,,,,,,
7011,,저것,,1701840,,B,,,,,,,,,,,
7011,,저것,,1701841,,B,,,,,,,,,,,
7011,,저것,,1701842,,B,,,,,,,,,,,
7016,,저고리,,1701843,,B,,,,,,,,,,,
7021,,저곳,,1701844,,B,,,,,,,,,,,
7026,,저기,,1701845,,B,,,,,,,,,,,
7031,,저기서,,1701846,,B,,,,,,,,,,,
7036,,저녁,,1701847,,B,,,,,,,,,,,
7036,,저녁,,1701848,,B,,,,,,,,,,,
7036,,저녁,,1701849,,B,,,,,,,,,,,
7036,,저녁,,1701850,,B,,,,,,,,,,,
7041,,저녁식사,,1701851,,B,,,,,,,,,,,
7046,,저렇게,,1701852,,B,,,,,,,,,,,
7051,,저리,,1701853,,B,,,,,,,,,,,
7056,,저분,,1701854,,B,,,,,,,,,,,
7061,,저쪽,,1701855,,B,,,,,,,,,,,
7066,,저희,,1701856,,B,,,,,,,,,,,
7071,,적,,1701857,,I,,,,,,,,,,,
7076,규칙,적다,,1701858,,B,,,,,,,,,,,
7081,,전,,1701859,,B,,,,,,,,,,,
7086,,전공,,1701860,,B,,,,,,,,,,,
7091,,전기자동차,,1701861,,B,,,,,,,,,,,
7096,,전부,,1701862,,B,,,,,,,,,,,
7101,,전자사전,,1701863,,I,,,,,,,,,,,
7106,,전철,,1701864,,B,,,,,,,,,,,
7111,여불규칙,전하다,8656,1701865,,B,,,,,,,,,,,
7116,,전혀,,1701866,,B,,,,,,,,,,,
7121,,전화,,1701867,,B,,,,,,,,,,,
7126,,전화기,,1701868,,B,,,,,,,,,,,
7131,,전화번호,,1701869,,B,,,,,,,,,,,
7136,여불규칙,전화하다,8656,1701870,,B,,,,,,,,,,,
7141,,절,,1701871,,I,,,,,,,,,,,
7146,,절대,,1701872,,I,,,,,,,,,,,
7151,규칙,젊다,,1701873,,B,,,,,,,,,,,
7156,,점,,1701874,,I,,,,,,,,6,,,
7161,,점수,,1701875,,B,,,,,,,,,,,
7166,,점심,,1701876,名,B,,中晝,tiong-tàu,tiong-tàu,,,,,7166=/141,,
7166,,점심,,1701877,,B,,,,,,,,,,,
7171,,점심시간,,1701878,,B,,,,,,,,,,,
7176,,점심식사,,1701879,,B,,,,,,,,,,,
7181,,점원,,1701880,,B,,,,,,,,,,,
7181,,점원,,1701881,,I,,,,,,,,,,,
7186,,점퍼,,1701882,,I,,,,,,,,,,,
7191,,젓가락,,1701883,,B,,,,,,,,,,,
7196,,정거장,,1701884,,B,,,,,,,,,,,
7201,,정도,,1701885,,B,,,,,,,,,,,
7206,,정류낭,,1701886,,B,,,,,,,,,,,
7211,,정류장,,1701887,,B,,,,,,,,,,,
7216,여불규칙,정리하다,8656,1701888,,B,,,,,,,,,,,
7221,,정말,,1701889,,B,,,,,,,,,,,
7226,,정문,,1701890,,B,,,,,,,,,,,
7231,,정보,,1701891,,I,,,,,,,,,,,
7236,여불규칙,정하다,8656,1701892,,B,,,,,,,,,,,
7241,,제,,1701893,,B,,,,,,,,,,,
7246,,제가,,1701894,,B,,,,,,,,,,,
7251,,제목,,1701895,,B,,,,,,,,,,,
7256,,제일,KOR007,1701896,副,B,,上,siōng,siōng,,86,,,,,
7261,규칙,제주다,,1701897,,B,,,,,,,,,,,
7266,,제주도,,1701898,,I,,,,,,,,,,,
7271,,조금,,1701899,,B,,,,,,,,,,,
7271,,조금,,1701900,,B,,,,,,,,,,,
7276,여불규칙,조사하다,8656,1701901,,B,,,,,,,,,,,
7281,,조선,,1701902,,I,,,,,,,,,,,
7286,,조선말,,1701903,,I,,,,,,,,,,,
7291,,조선어,,1701904,,I,,,,,,,,,,,
7296,여불규칙,조심하다,8656,1701905,,B,,,,,,,,,,,
7296,여불규칙,조심하다,8656,1701906,,B,,,,,,,,,,,
7301,여불규칙,조용하다,8656,1701907,,B,,,,,,,,,,,
7306,,조용히,,1701908,,B,,,,,,,,,,,
7311,,조카,,1701909,,B,,,,,,,,,,,
7311,,조카,,1701910,,B,,,,,,,,,,,
7316,,졸업,,1701911,,B,,,,,,,,,,,
7321,여불규칙,졸업하다,8656,1701912,,B,,,,,,,,,,,
7326,,좀,,1701913,,B,,,,,,,,,,,
7326,,좀,,1701914,,B,,,,,,,,,,,
7331,,좀더,,1701915,,B,,,,,,,,,,,
7336,ㅂ불규칙,좁다,,1701916,,B,,,,,,,,,,,
7341,,종로,,1701917,,I,,,,,,,,,,,
7346,,종류,,1701918,,B,,,,,,,,,,,
7351,,종업원,,1701919,,B,,,,,,,,,,,
7356,,종이,,1701920,,B,,,,,,,,,,,
7356,,종이,,1701921,,B,,,,,,,,,,,
7361,,종일,,1701922,,I,,,,,,,,,,,
7366,규칙,좋다,,1701923,,B,,,,,,,,,,,
7366,규칙,좋다,,1701924,,B,,,,,,,,,,,
7371,여불규칙,좋아하다,8656,1701925,,B,,,,,,,,,,,
7376,여불규칙,죄송하다,8656,1701926,,B,,,,,,,,,,,
7376,여불규칙,죄송하다,8656,1701927,,B,,,,,,,,,,,
7381,,주,,1701928,,B,,,,,,,,,,,
7386,규칙,주다,,1701929,,B,,,,,,,,,,,
7386,규칙,주다,,1701930,,B,,,,,,,,,,,
7391,,주로,,1701931,,B,,,,,,,,,,,
7396,,주말,,1701932,,B,,,,,,,,,,,
7396,,주말,,1701933,,B,,,,,,,,,,,
7396,,주말,,1701934,,B,,,,,,,,,,,
7401,,주머니,,1701935,,B,,,,,,,,,,,
7406,규칙,주무시다,,1701936,,B,,,,,,,,,,,
7411,여불규칙,주문하다,8656,1701937,,B,,,,,,,,,,,
7416,,주변,,1701938,,B,,,,,,,,,,,
7421,,주부,,1701939,,B,,,,,,,,,,,
7426,,주사,,1701940,,B,,,,,,,,,,,
7431,,주소,,1701941,,B,,,,,,,,,,,
7436,,주스,,1701942,,B,,,,,,,,,,,
7441,,주위,,1701943,,B,,,,,,,,,,,
7446,,주인,,1701944,,B,,,,,,,,,,,
7451,,주일,,1701945,,B,,,,,,,,,,,
7456,,주차장,,1701946,,B,,,,,,,,,,,
7456,,주차장,,1701947,,B,,,,,,,,,,,
7461,여불규칙,주차하다,8656,1701948,,B,,,,,,,,,,,
7466,,주황색,,1701949,,B,,,,,,,,,,,
7471,,죽,,1701950,,I,,,,,,,,,,,
7476,규칙,죽다,,1701951,,B,,,,,,,,,,,
7481,,준비,,1701952,,B,,,,,,,,,,,
7486,여불규칙,준비하다,8656,1701953,,B,,,,,,,,,,,
7486,여불규칙,준비하다,8656,1701954,,B,,,,,,,,,,,
7491,,줄,,1701955,,B,,,,,,,,,,,
7496,ㄹ탈락,줄다,,1701956,,B,,,,,,,,,,,
7501,,중,,1701957,,B,,,,,,,,,,,
7506,,중국,,1701958,,B,,,,,,,,,,,
7506,,중국,,1701959,,I,,,,,,,,,,,
7511,,중국어,,1701960,,I,,,,,,,,,,,
7516,,중국집,,1701961,,I,,,,,,,,,,,
7521,,중식,,1701962,,I,,,,,,,,,,,
7526,,중심,,1701963,,B,,,,,,,,,,,
7531,,중요,,1701964,,B,,,,,,,,,,,
7536,여불규칙,중요하다,8656,1701965,,B,,,,,,,,,,,
7541,,중학교,,1701966,,B,,,,,,,,,,,
7541,,중학교,,1701967,,B,,,,,,,,,,,
7546,,중학생,,1701968,,B,,,,,,,,,,,
7551,여불규칙,즐거워하다,8656,1701969,,B,,,,,,,,,,,
7556,ㅂ불규칙,즐겁다,,1701970,,B,,,,,,,,,,,
7556,ㅂ불규칙,즐겁다,,1701971,,B,,,,,,,,,,,
7561,규칙,즐기다,,1701972,,B,,,,,,,,,,,
7566,,증세,,1701973,,I,,,,,,,,,,,
7571,,지각,,1701974,,B,,,,,,,,,,,
7576,여불규칙,지각하다,8656,1701975,,B,,,,,,,,,,,
7581,,지갑,,1701976,,B,,,,,,,,,,,
7586,,지구,,1701977,,B,,,,,,,,,,,
7591,,지금,,1701978,,B,,,,,,,,,,,
7591,,지금,,1701979,,B,,,,,,,,,,,
7591,,지금,,1701980,,B,,,,,,,,,,,
7596,규칙,지나다,,1701981,,B,,,,,,,,,,,
7601,,지난,,1701982,,B,,,,,,,,,,,
7606,,지난달,,1701983,,B,,,,,,,,,,,
7611,,지난번,,1701984,,B,,,,,,,,,,,
7616,,지난주,,1701985,,B,,,,,,,,,,,
7621,규칙,지내다,,1701986,,B,,,,,,,,,,,
7621,규칙,지내다,,1701987,,B,,,,,,,,,,,
7626,규칙,지다,,1701988,,B,,,,,,,,,,,
7631,,지도,,1701989,,B,,,,,,,,,,,
7631,,지도,,1701990,,B,,,,,,,,,,,
7631,,지도,,1701991,,B,,,,,,,,,,,
7636,,지만,,1701992,,B,,,,,,,,,,,
7641,,지방,,1701993,,B,,,,,,,,,,,
7646,,지우개,,1701994,,B,,,,,,,,,,,
7651,규칙,지키다,,1701995,,B,,,,,,,,,,,
7656,,지하,,1701996,,B,,,,,,,,,,,
7656,,지하,,1701997,,B,,,,,,,,,,,
7661,,지하도,,1701998,,B,,,,,,,,,,,
7666,,지하철,,1701999,,B,,,,,,,,,,,
7666,,지하철,,1702000,,B,,,,,,,,,,,
7671,,지하철역,,1702001,,B,,,,,,,,,,,
7676,,직업,,1702002,,B,,,,,,,,,,,
7681,,직원,,1702003,,B,,,,,,,,,,,
7681,,직원,,1702004,,B,,,,,,,,,,,
7686,,직장,,1702005,,B,,,,,,,,,,,
7691,,직접,,1702006,,B,,,,,,,,,,,
7696,,진달래,,1702007,,B,,,,,,,,,,,
7698,,진짜,,1702008,,B,,,,,,,36,,,,
7701,,질,,1702009,,I,,,,,,,,,,,
7706,,질문,,1702010,,B,,,,,,,,,,,
7711,여불규칙,질문하다,8656,1702011,,B,,,,,,,,,,,
7716,,짐,,1702012,,B,,,,,,,,,,,
7721,,집,,1702013,,B,,,,,,,,,,,
7721,,집,,1702014,,B,,,,,,,,,,,
7721,,집,,1702015,,B,,,,,,,,,,,
7726,ㅅ불규칙,짓다,,1702016,,B,,,,,,,,,,,
7731,규칙,짜다,,1702017,,B,,,,,,,,,,,
7731,규칙,짜다,,1702018,,B,,,,,,,,,,,
7736,,짜리,,1702019,,I,,,,,,,,,,,
7741,규칙,짧다,,1702020,,B,,,,,,,,,,,
7741,규칙,짧다,,1702021,,B,,,,,,,,,,,
7746,,쪽,,1702022,,B,,,,,,,,,,,
7751,,쯤,,1702023,,B,,,,,,,,,,,
7751,,쯤,,1702024,,I,,,,,,,,,,,
7756,,찌개,,1702025,,B,,,,,,,,,,,
7761,르불규칙,찌르다,,1702026,,B,,,,,,,,,,,
7766,규칙,찍다,,1702027,,B,,,,,,,,,,,
7771,,차,,1702028,,B,,,,,,,,,,,
7771,,차,,1702029,,B,,,,,,,,,,,
7771,,차,,1702030,,B,,,,,,,,,,,
7771,,차,,1702031,,B,,,,,,,,,,,
7776,ㅂ불규칙,차갑다,,1702032,,B,,,,,,,,,,,
7781,규칙,차다,,1702033,,B,,,,,,,,,,,
7786,규칙,차리다,,1702034,,I,,,,,,,,,,,
7791,여불규칙,착하다,8656,1702035,,B,,,,,,,,,,,
7796,,참,,1702036,,B,,,,,,,,,,,
7796,,참,,1702037,,B,,,,,,,,,,,
7796,,참,,1702038,,B,,,,,,,,,,,
7801,,찻값,,1702039,,B,,,,,,,,,,,
7806,,창문,,1702040,,B,,,,,,,,,,,
7806,,창문,,1702041,,B,,,,,,,,,,,
7811,규칙,찾다,,1702042,,B,,,,,,,,,,,
7816,,찾아가다,36,1702043,,B,,,,,,,,,,,
7821,규칙,찾아오다,,1702044,,B,,,,,,,,,,,
7826,,채소,,1702045,,B,,,,,,,,,,,
7831,,책,,1702046,,B,,,,,,,,,,,
7831,,책,,1702047,,B,,,,,,,,,,,
7831,,책,,1702048,,B,,,,,,,,,,,
7831,,책,,1702049,,B,,,,,,,,,,,
7836,,책방,,1702050,,B,,,,,,,,,,,
7836,,책방,,1702051,,B,,,,,,,,,,,
7841,,책상,,1702052,,B,,,,,,,,,,,
7841,,책상,,1702053,,B,,,,,,,,,,,
7841,,책상,,1702054,,B,,,,,,,,,,,
7846,,책임,,1702055,,I,,,,,,,,,,,
7851,,책장,,1702056,,B,,,,,,,,,,,
7856,,처음,,1702057,,B,,,,,,,,,,,
7861,규칙,처음 뵙겠습니다,,1702058,,B,,,,,,,,,,,
7866,,천,,1702059,,B,,,,,,,,,,,
7866,,천,,1702060,,B,,,,,,,,,,,
7871,,천천히,,1702061,,B,,,,,,,,,,,
7871,,천천히,,1702062,,B,,,,,,,,,,,
7876,,철,,1702063,,I,,,,,,,,,,,
7881,,첫,,1702064,,B,,,,,,,,,,,
7886,,첫째,,1702065,,B,,,,,,,,,,,
7891,,청바지,,1702066,,B,,,,,,,,,,,
7896,,청소기,,1702067,,I,,,,,,,,,,,
7901,여불규칙,청소하다,8656,1702068,,B,,,,,,,,,,,
7906,,체조,,1702069,,B,,,,,,,,,,,
7911,,초,,1702070,,B,,,,,,,,,,,
7916,여불규칙,초대하다,8656,1702071,,B,,,,,,,,,,,
7916,여불규칙,초대하다,8656,1702072,,B,,,,,,,,,,,
7921,,초등학교,,1702073,,B,,,,,,,,,,,
7926,,초등학생,,1702074,,B,,,,,,,,,,,
7931,,초록색,,1702075,,B,,,,,,,,,,,
7936,,초콜릿,,1702076,,B,,,,,,,,,,,
7941,여불규칙,촬영하다,8656,1702077,,B,,,,,,,,,,,
7946,,최고,,1702078,,B,,,,,,,,,,,
7951,규칙,추다,,1702079,,B,,,,,,,,,,,
7956,,추석,,1702080,,B,,,,,,,,,,,
7961,,추억,,1702081,,I,,,,,,,,,,,
7966,,추워요,,1702082,,B,,,,,,,,,,,
7971,,축구,,1702083,,B,,,,,,,,,,,
7971,,축구,,1702084,,B,,,,,,,,,,,
7976,,축제,,1702085,,I,,,,,,,,,,,
7981,,축하,,1702086,,B,,,,,,,,,,,
7986,여불규칙,축하하다,8656,1702087,,B,,,,,,,,,,,
7986,여불규칙,축하하다,8656,1702088,,B,,,,,,,,,,,
7991,규칙,축하합니다,,1702089,,B,,,,,,,,,,,
7996,,출구,,1702090,,B,,,,,,,,,,,
8001,여불규칙,출근하다,8656,1702091,,B,,,,,,,,,,,
8006,,출발,,1702092,,B,,,,,,,,,,,
8011,여불규칙,출발하다,8656,1702093,,B,,,,,,,,,,,
8011,여불규칙,출발하다,8656,1702094,,B,,,,,,,,,,,
8016,,출장,,1702095,,B,,,,,,,,,,,
8021,,춤,,1702096,,B,,,,,,,,,,,
8026,규칙,춤추다,,1702097,,B,,,,,,,,,,,
8031,ㅂ불규칙,춥다,,1702098,,B,,,,,,,,,,,
8031,ㅂ불규칙,춥다,,1702099,,B,,,,,,,,,,,
8036,,취미,,1702100,,B,,,,,,,,,,,
8041,여불규칙,취소하다,8656,1702101,,B,,,,,,,,,,,
8046,여불규칙,취직하다,8656,1702102,,B,,,,,,,,,,,
8051,,층,,1702103,,B,,,,,,,,,頭前加［漢語數字］。,,
8051,,층,,1702104,,B,,,,,,,,,,,
8056,,치과,,1702105,,B,,,,,,,,,,,
8061,규칙,치다,,1702106,,B,,,,,,,,,,,
8066,여불규칙,치료하다,8656,1702107,,B,,,,,,,,,,,
8071,,치마,,1702108,,B,,,,,,,,,,,
8071,,치마,,1702109,,B,,,,,,,,,,,
8076,,치약,,1702110,,B,,,,,,,,,,,
8081,,친구,,1702111,,B,,,,,,,,,,,
8081,,친구,,1702112,,B,,,,,,,,,,,
8086,여불규칙,친절하다,8656,1702113,,B,,,,,,,,,,,
8091,,친척,,1702114,,B,,,,,,,,,,,
8096,여불규칙,친하다,8656,1702115,,B,,,,,,,,,,,
8101,,칠,,1702116,,B,,,,,,,,,,,
8101,,칠,,1702117,,B,,,,,,,,,,,
8106,,칠십,,1702118,,B,,,,,,,,,,,
8111,,칠월,,1702119,,B,,,,,,,,,,,
8116,,칠판,,1702120,,B,,,,,,,,,,,
8121,,침대,,1702121,,B,,,,,,,,,,,
8121,,침대,,1702122,,B,,,,,,,,,,,
8126,,칫솔,,1702123,,B,,,,,,,,,,,
8131,,카드,,1702124,,B,,,,,,,,,,,
8136,,카레,,1702125,,B,,,,,,,,,,,
8141,,카메라,,1702126,,B,,,,,,,,,,,
8146,,카페,,1702127,,B,,,,,,,,,,,
8151,,칼,,1702128,,B,,,,,,,,,,,
8156,규칙,캐나다,,1702129,,I,,,,,,,,,,,
8161,,커피,,1702130,,B,,,,,,,,,,,
8161,,커피,,1702131,,B,,,,,,,,,,,
8161,,커피,,1702132,,B,,,,,,,,,,,
8166,,커피숍,,1702133,,B,,,,,,,,,,,
8166,,커피숍,,1702134,,B,,,,,,,,,,,
8171,,컴퓨터,,1702135,,B,,,,,,,,,,,
8171,,컴퓨터,,1702136,,B,,,,,,,,,,,
8176,,컵,,1702137,,B,,,,,,,,,,,
8181,,케이크,,1702138,,B,,,,,,,,,,,
8186,규칙,켜다,,1702139,,B,,,,,,,,,,,
8191,,코,,1702140,,B,,,,,,,,,,,
8191,,코,,1702141,,B,,,,,,,,,,,
8196,,코트,,1702142,,B,,,,,,,,,,,
8196,,코트,,1702143,,I,,,,,,,,,,,
8201,,코피,,1702144,,I,,,,,,,,,,,
8206,,콜라,,1702145,,B,,,,,,,,,,,
8211,,콧노래,,1702146,,I,,,,,,,,,,,
8216,,콧물,,1702147,,B,,,,,,,,,,,
8221,,콩,,1702148,,B,,,,,,,,,,,
8226,,크기,,1702149,,B,,,,,,,,,,,
8231,으탈락,크다,,1702150,,B,,,,,,,,,,,
8231,으탈락,크다,,1702151,,B,,,,,,,,,,,
8231,으탈락,크다,,1702152,,B,,,,,,,,,,,
8236,,크리스마스,,1702153,,B,,,,,,,,,,,
8241,,큰아버지,,1702154,,I,,,,,,,,,,,
8246,,큰어머니,,1702155,,I,,,,,,,,,,,
8251,,키,,1702156,,B,,,,,,,,,,,
8251,,키,,1702157,,B,,,,,,,,,,,
8256,,킬로그램,,1702158,,B,,,,,,,,,,,
8261,,킬로미터,,1702159,,B,,,,,,,,,,,
8266,규칙,타다,,1702160,動,B,,上車,tsiūnn-tshia,chiūⁿ-chhia,20交通,,1656#1700116,,,,
8271,,타드,,1702161,,B,,,,,,,,,,,
8276,,타월,,1702162,,B,,,,,,,,,,,
8281,,타자기,,1702163,,B,,,,,,,,,,,
8286,,탁구,,1702164,,B,,,,,,,,,,,
8291,,태국,,1702165,,I,,,,,,,,,,,
8296,,태권도,,1702166,,B,,,,,,,,,,,
8296,,태권도,,1702167,,B,,,,,,,,,,,
8301,규칙,태어나다,,1702168,,B,,,,,,,,,,,
8306,,태풍,,1702169,,B,,,,,,,,,,,
8311,,택시,,1702170,,B,,,,,,,,,,,
8311,,택시,,1702171,,B,,,,,,,,,,,
8316,,탤런트,,1702172,,I,,,,,,,,,,,
8321,,터미널,,1702173,,B,,,,,,,,,,,
8326,,테니스,,1702174,,B,,,,,,,,,,,
8331,,테이블,,1702175,,B,,,,,,,,,,,
8336,,테이프,,1702176,,B,,,,,,,,,,,
8341,,텔레비전,,1702177,,B,,,,,,,,,,,
8341,,텔레비전,,1702178,,B,,,,,,,,,,,
8346,,토마토,,1702179,,B,,,,,,,,,,,
8351,,토요일,,1702180,,B,,,,,,,,,,,
8351,,토요일,,1702181,,B,,,,,,,,,,,
8356,,톨라,,1702182,,B,,,,,,,,,,,
8361,,통,,1702183,,I,,,,,,,,,,,
8366,,통장,,1702184,,B,,,,,,,,,,,
8371,여불규칙,통하다,8656,1702185,,I,,,,,,,,,,,
8376,여불규칙,퇴근하다,8656,1702186,,B,,,,,,,,,,,
8381,,투수,,1702187,,B,,,,,,,,,,,
8386,,투우사,,1702188,,B,,,,,,,,,,,
8391,,특별히,,1702189,,B,,,,,,,,,,,
8396,,특징,,1702190,,I,,,,,,,,,,,
8401,,특히,,1702191,,B,,,,,,,,,,,
8406,ㄹ탈락,틀다,,1702192,,B,,,,,,,,,,,
8411,규칙,틀리다,,1702193,,B,,,,,,,,,,,
8411,규칙,틀리다,,1702194,,B,,,,,,,,,,,
8416,,티셔츠,,1702195,,B,,,,,,,,,,,
8421,,팀,,1702196,,B,,,,,,,,,,,
8426,,파,,1702197,,B,,,,,,,,,,,
8426,,파,,1702198,,B,,,,,,,,,,,
8431,,파도,,1702199,,B,,,,,,,,,,,
8436,,파란색,,1702200,,B,,,,,,,,,,,
8441,ㅎ불규칙,파랗다,,1702201,,B,,,,,22顏色,,,,,,
8446,,파리,,1702202,,B,,,,,,,,,,,
8451,,파티,,1702203,,B,,,,,,,,,,,
8456,,팔,,1702204,,B,,,,,,,,,,,
8456,,팔,,1702205,,B,,,,,,,,,,,
8456,,팔,,1702206,,B,,,,,,,,,,,
8461,ㄹ탈락,팔다,,1702207,,B,,,,,,,,,,,
8466,규칙,팔리다,,1702208,,B,,,,,,,,,,,
8471,,팔십,,1702209,,B,,,,,,,,,,,
8476,,팔월,,1702210,,B,,,,,,,,,,,
8481,,패션,,1702211,,B,,,,,,,,,,,
8486,,퍼센트,,1702212,,B,,,,,,,,,,,
8491,,페이지,,1702213,,B,,,,,,,,,,,
8496,,펜,,1702214,,B,,,,,,,,,,,
8501,규칙,펴다,,1702215,,B,,,,,,,,,,,
8506,,편,,1702216,,B,,,,,,,,,,,
8511,,편지,,1702217,,B,,,,,,,,,,,
8511,,편지,,1702218,,B,,,,,,,,,,,
8511,,편지,,1702219,,B,,,,,,,,,,,
8516,여불규칙,편하다,8656,1702220,,B,,,,,,,,,,,
8521,,평양,,1702221,,B,,,,,,,,,,,
8526,,평일,,1702222,,B,,,,,,,,,,,
8531,,폐,,1702223,,B,,,,,,,,,,,
8536,,포도,,1702224,,B,,,,,,,,,,,
8536,,포도,,1702225,,B,,,,,,,,,,,
8541,,포장,,1702226,,B,,,,,,,,,,,
8546,,표,,1702227,,B,,,,,,,,,,,
8546,,표,,1702228,,B,,,,,,,,,,,
8546,,표,,1702229,,B,,,,,,,,,,,
8546,,표,,1702230,,B,,,,,,,,,,,
8551,,표현,,1702231,,B,,,,,,,,,,,
8551,,표현,,1702232,,B,,,,,,,,,,,
8556,,푹,,1702233,,B,,,,,,,,,,,
8561,,풀,,1702234,,B,,,,,,,,,,,
8566,ㄹ탈락,풀다,,1702235,,B,,,,,,,,,,,
8571,,프랑스,,1702236,,B,,,,,,,,,,,
8571,,프랑스,,1702237,,B,,,,,,,,,,,
8576,,프로그램,,1702238,,B,,,,,,,,,,,
8581,,프린트,,1702239,,B,,,,,,,,,,,
8586,,피,,1702240,,B,,,,,,,,,,,
8591,여불규칙,피곤하다,8656,1702241,,B,,,,,,,,,,,
8591,여불규칙,피곤하다,8656,1702242,,B,,,,,,,,,,,
8596,규칙,피다,,1702243,,B,,,,,,,,,,,
8601,,피아노,,1702244,,B,,,,,,,,,,,
8601,,피아노,,1702245,,B,,,,,,,,,,,
8606,규칙,피우다,,1702246,,B,,,,,,,,,,,
8606,규칙,피우다,,1702247,,B,,,,,,,,,,,
8611,,피자,,1702248,,B,,,,,,,,,,,
8616,,필름,,1702249,,B,,,,,,,,,,,
8621,,필요,,1702250,,B,,,,,,,,,,,
8626,여불규칙,필요하다,8656,1702251,,B,,,,,,,,,,,
8631,,필통,,1702252,,B,,,,,,,,,,,
8636,,하고,,1702253,,B,,,,,,,,,,,
8641,,하나,,1702254,,B,,,,,,,,,,,
8641,,하나,,1702255,,B,,,,,,,,,,,
8646,,하늘,,1702256,,B,,,,,,,,,,,
8651,,하늘색,,1702257,,B,,,,,,,,,,,
8656,여불규칙,하다,,1702258,,B,,,,,,,,,,,
8656,여불규칙,하다,,1702259,,B,,,,,,,,,,,
8661,,하루,,1702260,,B,,,,,,,,,,,
8666,,하숙,,1702261,,B,,,,,,,,,,,
8671,,하숙집,,1702262,,B,,,,,,,,,,,
8676,,하얀색,,1702263,,B,,,,,,,,,,,
8681,ㅎ불규칙,하얗다,,1702264,,B,,,,,22顏色,,1336,,,,
8686,,하지만,,1702265,,B,,,,,,,,,,,
8691,,학,,1702266,,B,,,,,,,,,,,
8696,,학교,,1702267,,B,,,,,,,,,,,
8696,,학교,,1702268,,B,,,,,,,,,,,
8701,,학기,,1702269,,B,,,,,,,,,,,
8706,,학년,,1702270,,B,,,,,,,,,,,
8711,,학생,,1702271,,B,,,,,,,,,,,
8711,,학생,,1702272,,B,,,,,,,,,,,
8716,,학생증,,1702273,,B,,,,,,,,,,,
8721,,학원,,1702274,,B,,,,,,,,,,,
8726,,한,,1702275,,B,,,,,,,,,,,
8726,,한,,1702276,,B,,,,,,,,,,,
8731,,한강,,1702277,,B,,,,,,,,,,,
8736,,한국,,1702278,,B,,,,,,,,,,,
8736,,한국,,1702279,,B,,,,,,,,,,,
8741,,한국드라마,,1702280,,B,,,,,,,,,,,
8746,,한국말,,1702281,,B,,,,,,,,,,,
8751,,한국사람,,1702282,,B,,,,,,,,,,,
8756,,한국어,,1702283,,B,,,,,,,,,,,
8761,,한국요리,,1702284,,B,,,,,,,,,,,
8766,,한글,,1702285,,B,,,,,,,,,,,
8771,,한번,,1702286,,B,,,,,,,,,,,
